asset_id;tipo_asset;area_geografica;eta_anni;temperatura_media;vibrazione_indice;carico_pct;umidita_media;manutenzioni_ultimi_5anni;giorni_da_ultima_manutenzione;criticita_utenza;guasto_entro_30gg
AST-01585;turbina_eolica;Centro;20;42,3;0,62;50,0;41,6;5;348;standard;0
AST-01586;trasformatore;Isole;32;44,4;1,87;65,7;72,8;2;463;standard;0
AST-01587;trasformatore;Nord;14;27,3;1,95;67,7;69,6;8;220;standard;0
AST-01588;turbina_eolica;Centro;16;32,5;0,3;58,4;79,4;5;28;critica;0
AST-01589;cabina_primaria;Nord;16;38,7;1,78;100,0;47,2;3;163;standard;0
AST-01590;cabina_primaria;Nord;2;50,6;2,9;73,2;72,1;3;150;standard;0
AST-01591;cabina_primaria;Nord;17;34,7;1,72;51,7;51,8;9;215;standard;0
AST-01592;turbina_eolica;Nord;33;43,3;1,52;42,1;70,7;4;124;alta;0
AST-01593;trasformatore;Isole;24;44,2;1,39;75,3;61,5;2;361;alta;0
AST-01594;trasformatore;Centro;16;39,8;0,85;51,3;88,6;4;260;standard;0
AST-01595;trasformatore;Sud;27;44,4;3,28;100,0;68,3;0;278;standard;0
AST-01596;trasformatore;Sud;33;29,9;1,24;75,7;57,6;1;294;standard;0
AST-01597;trasformatore;Nord;20;36,1;1,87;78,1;63,9;4;175;standard;1
AST-01598;turbina_eolica;Nord;1;54,9;0,52;72,5;60,6;5;267;standard;0
AST-01599;trasformatore;Sud;26;55,5;1,48;88,2;45,8;4;405;standard;1
AST-01600;trasformatore;Nord;29;49,6;2,27;24,9;88,9;6;246;alta;0
AST-01601;linea_AT;Isole;29;51,9;1,22;46,3;84,4;1;385;standard;1
AST-01602;turbina_eolica;Nord;7;25,6;1,24;86,6;59,5;2;280;standard;0
AST-01603;cabina_primaria;Sud;25;33,5;1,6;95,0;71,8;2;201;standard;0
AST-01604;trasformatore;Sud;15;39,2;2,21;45,8;90,7;1;502;standard;0
AST-01605;turbina_eolica;Nord;21;63,7;1,77;35,3;79,3;7;332;standard;0
AST-01606;trasformatore;Nord;8;39,2;5,38;71,0;57,7;9;197;alta;0
AST-01607;turbina_eolica;Isole;25;48,7;3,6;76,7;60,8;1;447;standard;1
AST-01608;trasformatore;Nord;9;45,4;1,05;70,7;38,0;8;157;standard;0
AST-01609;trasformatore;Centro;14;45,2;3,17;66,9;72,8;2;193;standard;1
AST-01610;linea_AT;Centro;26;41,8;0,3;34,7;79,4;9;161;critica;0
AST-01611;trasformatore;Nord;15;31,2;1,3;61,2;79,5;6;156;alta;0
AST-01612;trasformatore;Sud;20;17,7;0,42;63,9;71,8;2;384;standard;0
AST-01613;cabina_primaria;Sud;16;53,5;2,38;58,1;66,9;3;374;alta;0
AST-01614;trasformatore;Nord;3;36,5;1,22;33,5;48,0;4;319;standard;0
AST-01615;linea_AT;Sud;15;25,2;0,59;78,5;66,5;2;348;standard;0
AST-01616;turbina_eolica;Nord;15;45,9;2,71;83,6;53,2;4;41;standard;0
AST-01617;trasformatore;Nord;20;45,8;0,67;53,7;69,4;8;292;alta;0
AST-01618;turbina_eolica;Centro;14;48,9;2,54;64,7;51,3;7;112;critica;0
AST-01619;trasformatore;Isole;34;52,0;1,91;59,1;69,3;2;335;alta;1
AST-01620;linea_AT;Nord;10;33,7;1,39;59,2;80,5;2;182;alta;0
AST-01621;trasformatore;Nord;13;34,1;2,95;76,9;67,3;4;193;standard;0
AST-01622;trasformatore;Centro;11;39,1;0,78;77,3;66,6;6;94;critica;0
AST-01623;trasformatore;Sud;29;49,4;0,35;87,3;74,8;2;280;standard;0
AST-01624;cabina_primaria;Nord;27;23,1;0,63;87,0;86,8;4;42;critica;0
AST-01625;linea_AT;Centro;6;43,2;5,34;64,9;60,5;4;260;standard;1
AST-01626;cabina_primaria;Sud;21;50,4;0,86;100,0;69,3;0;435;standard;0
AST-01627;linea_AT;Nord;22;50,0;1,17;95,9;83,2;2;62;standard;0
AST-01628;linea_AT;Nord;5;48,4;4,12;56,2;71,4;4;240;standard;0
AST-01629;turbina_eolica;Nord;17;51,6;1,17;70,3;34,0;4;234;standard;0
AST-01630;cabina_primaria;Centro;24;17,3;2,42;32,3;52,0;2;157;alta;0
AST-01631;turbina_eolica;Centro;17;56,5;4,42;68,5;72,5;5;51;alta;0
AST-01632;turbina_eolica;Sud;26;45,0;2,16;98,1;56,4;0;254;standard;0
AST-01633;linea_AT;Centro;28;54,0;1,57;100,0;82,2;10;162;standard;0
AST-01634;turbina_eolica;Sud;35;31,4;2,77;65,8;88,0;2;463;standard;1
AST-01635;trasformatore;Isole;25;26,2;0,2;74,0;53,7;2;371;standard;0
AST-01636;turbina_eolica;Centro;14;58,1;1,16;78,9;47,5;4;129;standard;0
AST-01637;trasformatore;Centro;11;33,7;3,64;100,0;56,9;2;222;alta;0
AST-01638;cabina_primaria;Isole;31;39,2;0,87;50,3;56,1;2;276;alta;0
AST-01639;turbina_eolica;Nord;6;46,7;0,11;100,0;83,5;5;201;standard;0
AST-01640;cabina_primaria;Sud;21;49,0;1,77;62,3;47,5;0;262;alta;0
AST-01641;turbina_eolica;Sud;24;51,7;2,44;46,9;72,4;4;273;standard;1
AST-01642;linea_AT;Nord;11;44,0;1,27;62,3;81,4;6;190;alta;0
AST-01643;trasformatore;Centro;19;32,5;2,46;53,4;73,5;4;350;alta;0
AST-01644;cabina_primaria;Nord;29;48,4;1,92;75,5;68,1;8;336;standard;0
AST-01645;turbina_eolica;Nord;13;48,5;8,08;38,3;59,7;4;77;standard;1
AST-01646;trasformatore;Centro;14;25,7;2,8;70,5;87,9;2;162;alta;0
AST-01647;trasformatore;Nord;20;54,8;1,92;80,0;58,6;1;201;standard;1
AST-01648;trasformatore;Sud;24;19,6;0,26;94,7;75,3;1;434;standard;0
AST-01649;turbina_eolica;Isole;34;51,3;0,93;80,3;59,8;2;207;standard;1
AST-01650;linea_AT;Sud;24;36,3;0,68;93,6;36,2;2;347;standard;0
AST-01651;cabina_primaria;Nord;13;48,3;4,05;57,1;58,2;3;121;standard;0
AST-01652;linea_AT;Nord;3;46,6;0,61;75,1;59,8;3;15;standard;0
AST-01653;turbina_eolica;Nord;4;41,7;1,26;27,9;60,0;5;53;standard;0
AST-01654;turbina_eolica;Nord;3;46,1;2,08;65,9;52,8;3;115;standard;0
AST-01655;cabina_primaria;Isole;27;41,2;1,07;75,0;70,8;0;385;alta;0
AST-01656;cabina_primaria;Centro;9;48,4;1,21;76,6;72,3;9;291;standard;0
AST-01657;trasformatore;Nord;22;61,7;1,92;39,7;57,7;3;188;alta;0
AST-01658;cabina_primaria;Sud;23;29,9;0,87;61,0;57,6;3;416;standard;0
AST-01659;turbina_eolica;Centro;16;13,3;1,76;63,5;47,3;3;212;standard;0
AST-01660;cabina_primaria;Nord;9;38,3;2,71;60,3;65,6;3;104;standard;0
AST-01661;cabina_primaria;Nord;18;37,6;0,98;81,1;81,3;2;145;alta;0
AST-01662;linea_AT;Centro;12;38,6;0,66;64,1;81,3;4;266;standard;0
AST-01663;trasformatore;Sud;17;33,7;4,62;69,8;53,6;1;423;standard;0
AST-01664;linea_AT;Nord;21;49,9;4,66;59,2;89,9;3;148;critica;1
AST-01665;trasformatore;Isole;27;29,6;1,52;87,2;56,9;5;306;standard;0
AST-01666;linea_AT;Sud;22;46,1;1,72;88,5;47,8;2;367;standard;0
AST-01667;trasformatore;Sud;27;47,7;1,71;62,4;42,9;0;378;alta;0
AST-01668;linea_AT;Nord;14;44,8;1,15;100,0;46,9;2;259;standard;0
AST-01669;cabina_primaria;Nord;16;46,4;1,49;54,2;66,7;7;106;alta;0
AST-01670;trasformatore;Sud;18;50,5;0,26;86,1;58,4;2;287;critica;0
AST-01671;turbina_eolica;Nord;26;42,5;0,49;50,9;53,2;1;220;alta;0
AST-01672;linea_AT;Centro;14;38,9;1,21;81,9;50,1;6;177;standard;0
AST-01673;turbina_eolica;Sud;32;46,4;0,99;80,5;46,8;1;304;standard;1
AST-01674;trasformatore;Nord;13;47,4;0,56;49,8;49,5;5;260;alta;0
AST-01675;trasformatore;Sud;28;50,0;1,49;65,6;76,2;1;230;standard;0
AST-01676;turbina_eolica;Isole;29;26,6;2,51;100,0;87,2;2;544;standard;1
AST-01677;linea_AT;Sud;30;40,3;0,87;53,3;88,1;4;291;critica;0
AST-01678;linea_AT;Centro;12;32,4;0,17;75,2;71,6;3;279;alta;0
AST-01679;trasformatore;Sud;29;47,0;1,92;74,0;55,1;2;331;standard;0
AST-01680;turbina_eolica;Centro;28;48,5;1,24;67,2;52,7;6;232;alta;0
AST-01681;turbina_eolica;Sud;21;39,5;2,8;36,8;72,6;1;319;standard;1
AST-01682;trasformatore;Sud;23;35,4;0,45;82,9;58,6;2;409;critica;0
AST-01683;linea_AT;Sud;20;47,4;0,63;68,2;67,8;1;312;standard;0
AST-01684;trasformatore;Nord;12;40,8;1,18;87,9;89,0;4;114;standard;0
AST-01685;turbina_eolica;Nord;24;54,8;0,75;72,2;65,0;7;305;standard;0
AST-01686;cabina_primaria;Nord;8;58,0;3,38;69,2;93,9;4;162;standard;0
AST-01687;turbina_eolica;Centro;11;51,0;0,48;74,7;46,2;6;156;standard;0
AST-01688;linea_AT;Centro;27;44,1;1,15;50,2;68,3;5;91;alta;0
AST-01689;trasformatore;Centro;21;58,4;5,29;96,0;66,4;3;359;standard;1
AST-01690;trasformatore;Centro;30;44,2;0,44;61,2;48,2;8;166;alta;0
AST-01691;trasformatore;Sud;20;37,7;1,6;61,5;73,2;0;505;standard;0
AST-01692;linea_AT;Isole;26;35,9;1,25;91,3;83,4;2;412;standard;1
AST-01693;cabina_primaria;Nord;10;35,7;2,13;72,5;92,8;7;171;standard;0
AST-01694;trasformatore;Sud;24;41,9;1,98;63,7;67,8;1;354;alta;1
AST-01695;trasformatore;Sud;12;46,2;1,89;75,4;35,4;3;517;standard;0
AST-01696;trasformatore;Centro;21;29,3;2,93;79,3;68,7;8;35;standard;0
AST-01697;linea_AT;Nord;16;38,0;2,88;65,9;72,4;2;177;standard;0
AST-01698;linea_AT;Sud;23;43,9;0,98;84,6;58,7;0;319;alta;0
AST-01699;linea_AT;Isole;23;47,8;0,95;45,1;65,0;0;363;critica;0
AST-01700;cabina_primaria;Sud;18;41,8;2,44;72,7;55,2;1;352;alta;1
AST-01701;trasformatore;Isole;29;44,2;1,77;82,4;60,1;3;359;alta;0
AST-01702;linea_AT;Isole;18;30,9;2,01;79,2;76,2;0;395;alta;1
AST-01703;linea_AT;Nord;17;33,8;1,62;27,7;81,4;6;158;alta;0
AST-01704;trasformatore;Centro;29;41,5;1,09;65,7;44,2;4;105;alta;0
AST-01705;cabina_primaria;Centro;26;46,6;2,35;46,1;54,8;4;241;standard;0
AST-01706;trasformatore;Isole;16;44,1;0,84;91,1;39,8;1;437;standard;0
AST-01707;linea_AT;Nord;11;34,4;5,36;61,0;87,7;2;117;alta;0
AST-01708;linea_AT;Centro;20;39,9;5,03;89,1;74,2;4;359;alta;1
AST-01709;cabina_primaria;Sud;23;55,6;6,15;46,1;34,0;3;447;alta;0
AST-01710;turbina_eolica;Nord;6;46,9;1,85;75,0;61,1;8;228;standard;0
AST-01711;trasformatore;Sud;25;40,5;1,2;68,1;58,0;2;407;alta;0
AST-01712;cabina_primaria;Centro;17;32,8;3,91;100,0;51,4;8;212;standard;0
AST-01713;linea_AT;Isole;36;35,6;1,64;89,2;76,5;1;471;standard;1
AST-01714;turbina_eolica;Isole;23;42,1;2,79;88,0;76,2;1;506;standard;1
AST-01715;linea_AT;Nord;21;44,5;2,78;100,0;65,8;2;225;standard;1
AST-01716;trasformatore;Sud;15;47,1;0,86;73,1;53,0;2;294;standard;0
AST-01717;linea_AT;Nord;8;45,5;2,31;66,2;53,1;6;157;standard;0
AST-01718;cabina_primaria;Centro;21;38,7;2,7;64,2;62,6;5;256;alta;1
AST-01719;trasformatore;Sud;30;37,4;1,5;73,9;55,6;2;407;standard;0
AST-01720;turbina_eolica;Sud;17;60,4;0,48;18,1;61,9;3;334;standard;0
AST-01721;cabina_primaria;Nord;14;37,0;3,96;68,0;69,8;7;115;alta;0
AST-01722;linea_AT;Nord;6;30,4;5,29;72,1;40,5;5;287;critica;0
AST-01723;cabina_primaria;Sud;22;27,3;1,72;65,2;51,4;1;254;alta;0
AST-01724;turbina_eolica;Centro;22;38,8;1,29;40,4;61,5;3;135;standard;0
AST-01725;cabina_primaria;Centro;14;50,5;0,41;65,3;83,9;5;104;standard;0
AST-01726;trasformatore;Nord;13;36,8;1,79;40,4;73,8;3;85;alta;0
AST-01727;turbina_eolica;Nord;7;55,3;1,14;99,9;61,9;3;260;standard;0
AST-01728;turbina_eolica;Sud;19;41,9;0,4;63,4;67,6;2;442;alta;0
AST-01729;linea_AT;Nord;25;52,0;2,95;30,9;60,6;8;154;standard;0
AST-01730;cabina_primaria;Centro;17;35,2;2,4;64,3;77,1;6;250;alta;0
AST-01731;linea_AT;Isole;19;35,3;1,02;84,1;68,1;1;379;standard;0
AST-01732;linea_AT;Nord;12;42,8;4,64;71,2;79,9;7;65;standard;0
AST-01733;turbina_eolica;Sud;13;46,3;1,55;51,6;43,0;1;517;standard;0
AST-01734;turbina_eolica;Nord;8;40,4;1,74;55,8;50,7;1;270;standard;0
AST-01735;turbina_eolica;Sud;31;44,6;1,39;62,8;65,8;1;368;standard;0
AST-01736;trasformatore;Sud;22;47,3;3,23;60,1;68,9;2;272;standard;1
AST-01737;turbina_eolica;Isole;36;29,2;2,34;45,3;95,6;2;362;standard;0
AST-01738;cabina_primaria;Nord;13;38,9;0,26;66,8;36,7;3;105;standard;0
AST-01739;linea_AT;Centro;17;37,3;1,64;44,0;61,5;1;218;standard;0
AST-01740;linea_AT;Sud;27;37,8;2,76;85,1;60,9;3;365;standard;1
AST-01741;turbina_eolica;Nord;1;45,7;0,41;87,3;65,3;3;133;critica;0
AST-01742;turbina_eolica;Nord;15;37,5;2,74;49,9;86,3;4;44;standard;0
AST-01743;trasformatore;Nord;14;24,0;2,38;55,1;74,3;6;331;alta;0
AST-01744;turbina_eolica;Isole;34;39,9;0,73;60,4;39,5;3;399;standard;1
AST-01745;turbina_eolica;Sud;29;32,4;1,36;67,4;83,5;4;377;standard;0
AST-01746;trasformatore;Centro;10;46,5;0,55;72,6;83,1;3;176;alta;0
AST-01747;trasformatore;Sud;30;49,3;1,04;76,3;65,7;5;215;alta;0
AST-01748;linea_AT;Centro;15;22,4;1,34;75,9;39,4;4;203;alta;0
AST-01749;turbina_eolica;Centro;12;35,0;2,52;96,0;59,9;2;184;standard;0
AST-01750;turbina_eolica;Centro;18;45,2;2,87;69,1;68,6;3;267;standard;1
AST-01751;trasformatore;Centro;16;29,3;1,91;44,6;76,0;4;282;standard;0
AST-01752;turbina_eolica;Nord;23;49,0;1,3;39,0;37,2;3;221;standard;0
AST-01753;turbina_eolica;Isole;27;51,4;2,69;97,4;51,2;3;459;critica;1
AST-01754;turbina_eolica;Sud;24;40,5;1,75;77,2;77,4;0;484;standard;0
AST-01755;linea_AT;Nord;19;35,0;2,06;71,7;83,0;10;191;standard;0
AST-01756;trasformatore;Centro;24;21,2;2,97;76,1;68,0;4;298;standard;0
AST-01757;cabina_primaria;Nord;19;49,3;2,58;70,9;78,1;2;200;standard;1
AST-01758;trasformatore;Isole;34;60,0;2,05;75,8;68,4;3;228;standard;1
AST-01759;turbina_eolica;Isole;29;58,2;2,34;61,3;75,5;1;368;standard;0
AST-01760;trasformatore;Isole;26;40,2;1,02;87,0;64,0;3;311;critica;0
AST-01761;turbina_eolica;Nord;21;32,2;0,91;58,6;68,7;5;179;standard;0
AST-01762;trasformatore;Nord;13;49,5;5,24;51,7;44,9;2;97;standard;1
AST-01763;cabina_primaria;Nord;14;40,9;0,87;37,6;72,1;5;208;standard;0
AST-01764;turbina_eolica;Nord;24;46,3;2,99;63,7;44,5;7;238;standard;0
AST-01765;linea_AT;Nord;24;44,7;1,28;90,8;72,1;2;256;standard;0
AST-01766;trasformatore;Nord;14;42,8;2,51;59,8;55,9;2;290;alta;0
AST-01767;trasformatore;Isole;22;51,3;0,23;43,2;67,2;1;246;standard;0
AST-01768;turbina_eolica;Nord;23;51,6;0,51;73,1;48,7;3;64;standard;0
AST-01769;turbina_eolica;Nord;19;37,3;3,1;56,3;54,9;4;394;alta;0
AST-01770;turbina_eolica;Sud;25;33,7;0,36;95,9;67,2;3;421;standard;0
AST-01771;cabina_primaria;Centro;15;19,5;1,03;87,3;72,6;3;228;standard;0
AST-01772;linea_AT;Sud;25;38,9;4,02;45,1;77,3;1;343;standard;0
AST-01773;cabina_primaria;Centro;17;32,2;2,87;64,9;45,9;1;205;standard;1
AST-01774;trasformatore;Isole;21;45,8;1,23;54,4;41,0;1;225;standard;0
AST-01775;linea_AT;Centro;18;39,0;0,88;47,1;48,3;6;148;critica;0
AST-01776;linea_AT;Centro;19;40,0;4,42;67,0;47,1;4;201;alta;1
AST-01777;linea_AT;Sud;21;49,3;0,94;82,7;83,9;0;283;standard;0
AST-01778;cabina_primaria;Centro;22;45,6;2,0;66,5;80,8;2;163;alta;0
AST-01779;linea_AT;Nord;22;40,9;3,8;58,7;48,0;8;365;standard;0
AST-01780;cabina_primaria;Centro;23;57,2;2,24;28,3;85,9;3;190;alta;0
AST-01781;linea_AT;Nord;12;48,6;3,8;56,0;79,9;1;182;standard;0
AST-01782;trasformatore;Sud;28;38,3;1,19;77,9;39,2;3;359;standard;0
AST-01783;linea_AT;Nord;14;38,7;0,67;43,8;47,6;4;207;alta;0
AST-01784;turbina_eolica;Nord;7;49,1;2,58;91,1;38,8;5;122;standard;0
AST-01785;cabina_primaria;Nord;18;43,8;3,53;57,5;60,8;1;260;critica;1
AST-01786;cabina_primaria;Sud;24;31,9;2,34;71,5;62,2;3;375;standard;1
AST-01787;trasformatore;Nord;30;50,1;0,78;60,8;62,2;4;57;critica;0
AST-01788;trasformatore;Sud;32;53,3;6,71;46,8;33,6;3;331;standard;1
AST-01789;trasformatore;Sud;27;52,6;0,55;75,9;42,0;2;326;standard;0
AST-01790;turbina_eolica;Nord;15;55,9;1,85;57,2;65,6;3;143;standard;0
AST-01791;trasformatore;Sud;24;60,6;3,78;53,0;70,7;1;381;standard;1
AST-01792;linea_AT;Nord;8;57,6;1,73;25,2;33,7;5;211;standard;0
AST-01793;linea_AT;Nord;4;45,1;2,61;91,4;44,1;2;201;alta;0
AST-01794;cabina_primaria;Sud;18;40,1;0,34;68,1;76,3;4;367;alta;0
AST-01795;trasformatore;Isole;25;25,5;2,54;87,9;44,9;1;387;standard;1
AST-01796;turbina_eolica;Nord;1;42,1;0,74;79,2;61,8;3;15;standard;0
AST-01797;trasformatore;Centro;14;46,7;1,87;87,9;43,5;3;272;standard;0
AST-01798;cabina_primaria;Nord;13;42,4;0,53;57,8;73,6;5;199;alta;0
AST-01799;trasformatore;Centro;16;25,0;2,71;43,3;33,8;6;131;critica;0
AST-01800;trasformatore;Centro;13;39,4;2,32;81,7;57,7;5;232;standard;0
AST-01801;trasformatore;Centro;15;47,8;1,86;70,3;75,2;10;262;standard;0
AST-01802;cabina_primaria;Centro;27;32,8;3,16;59,6;70,5;4;304;standard;1
AST-01803;trasformatore;Nord;18;43,5;2,48;81,4;55,5;3;201;standard;1
AST-01804;linea_AT;Sud;20;45,9;0,52;73,5;52,2;0;366;standard;0
AST-01805;linea_AT;Sud;23;52,1;3,1;79,5;58,7;2;416;standard;1
AST-01806;linea_AT;Sud;23;57,4;2,51;49,6;43,9;1;315;alta;1
AST-01807;trasformatore;Nord;9;38,6;0,87;85,6;60,6;4;193;standard;0
AST-01808;trasformatore;Centro;12;43,7;1,67;67,9;60,8;6;160;standard;0
AST-01809;turbina_eolica;Centro;23;43,9;1,16;87,5;56,1;7;299;standard;0
AST-01810;trasformatore;Nord;11;47,8;5,69;85,4;76,0;5;31;standard;0
AST-01811;linea_AT;Nord;7;46,8;0,66;80,4;47,0;2;225;alta;0
AST-01812;turbina_eolica;Centro;17;54,8;1,2;66,0;38,1;2;211;critica;0
AST-01813;turbina_eolica;Sud;24;21,0;1,59;80,8;54,6;3;417;standard;1
AST-01814;trasformatore;Nord;2;45,8;1,81;88,0;63,7;4;98;standard;0
AST-01815;linea_AT;Sud;23;46,4;1,23;78,9;60,5;6;347;alta;0
AST-01816;trasformatore;Centro;22;39,9;1,78;71,6;59,9;5;215;alta;0
AST-01817;linea_AT;Sud;26;21,6;2,35;80,8;46,2;2;375;alta;0
AST-01818;trasformatore;Centro;30;41,5;0,95;58,5;48,2;4;126;standard;0
AST-01819;cabina_primaria;Centro;25;35,6;1,23;95,3;55,2;1;261;standard;1
AST-01820;linea_AT;Centro;26;57,1;4,9;37,7;54,1;5;62;standard;1
AST-01821;trasformatore;Isole;42;45,4;3,15;68,6;77,4;2;327;standard;1
AST-01822;trasformatore;Centro;22;34,8;3,1;60,7;65,7;4;85;critica;0
AST-01823;trasformatore;Centro;18;23,5;0,49;56,5;54,5;3;276;standard;0
AST-01824;trasformatore;Centro;23;47,3;5,42;73,5;77,3;3;242;standard;1
AST-01825;trasformatore;Sud;20;48,3;1,54;47,7;68,2;6;376;standard;0
AST-01826;cabina_primaria;Nord;15;40,1;3,33;100,0;43,0;3;278;standard;1
AST-01827;linea_AT;Centro;13;47,4;1,89;43,7;16,6;4;185;critica;0
AST-01828;trasformatore;Centro;19;38,9;0,33;50,9;43,4;5;259;standard;0
AST-01829;linea_AT;Isole;21;51,6;1,28;49,2;70,3;1;385;standard;0
AST-01830;trasformatore;Centro;13;50,9;3,18;71,6;74,5;4;203;alta;0
AST-01831;cabina_primaria;Centro;19;27,2;3,24;86,3;38,8;4;315;standard;0
AST-01832;trasformatore;Isole;24;29,4;1,94;77,5;71,2;1;547;standard;0
AST-01833;linea_AT;Centro;5;60,3;0,64;94,5;70,7;2;175;standard;0
AST-01834;linea_AT;Nord;5;50,4;3,4;53,1;81,5;4;227;standard;1
AST-01835;trasformatore;Nord;7;30,6;0,95;79,9;75,3;5;186;standard;0
AST-01836;trasformatore;Nord;9;27,9;1,88;62,5;80,9;5;186;standard;0
AST-01837;turbina_eolica;Nord;16;43,9;2,45;72,1;68,8;4;180;standard;0
AST-01838;cabina_primaria;Centro;18;31,7;2,61;88,0;68,4;5;183;alta;0
AST-01839;turbina_eolica;Sud;29;39,1;2,39;37,5;57,3;0;53;critica;0
AST-01840;linea_AT;Sud;28;41,6;0,83;100,0;73,5;2;463;standard;0
AST-01841;linea_AT;Nord;20;41,2;1,19;65,4;43,3;3;104;standard;0
AST-01842;cabina_primaria;Centro;21;52,1;0,81;39,1;60,1;3;191;standard;0
AST-01843;turbina_eolica;Nord;15;58,5;2,75;55,5;69,6;4;142;standard;0
AST-01844;turbina_eolica;Isole;32;37,7;2,5;69,8;81,7;0;317;standard;1
AST-01845;linea_AT;Nord;20;31,8;0,92;55,5;55,3;7;179;standard;0
AST-01846;trasformatore;Centro;19;45,5;3,03;31,1;75,5;2;206;standard;0
AST-01847;cabina_primaria;Nord;22;56,7;3,02;69,7;59,2;1;103;standard;0
AST-01848;trasformatore;Centro;3;38,4;3,71;55,0;75,8;3;222;standard;0
AST-01849;trasformatore;Centro;15;49,7;2,44;79,7;50,8;3;207;alta;0
AST-01850;cabina_primaria;Sud;21;34,5;2,55;48,8;72,2;1;414;standard;0
AST-01851;trasformatore;Nord;21;42,2;1,26;100,0;60,7;6;53;alta;0
AST-01852;trasformatore;Isole;34;31,5;1,5;77,2;45,4;3;316;standard;0
AST-01853;trasformatore;Centro;8;42,1;3,48;71,5;59,9;4;268;standard;0
AST-01854;turbina_eolica;Sud;31;41,0;1,06;79,2;80,5;1;289;alta;0
AST-01855;cabina_primaria;Sud;16;47,5;0,86;35,2;47,7;1;268;standard;0
AST-01856;trasformatore;Isole;18;58,0;2,57;59,1;41,2;3;333;alta;1
AST-01857;trasformatore;Nord;13;38,5;0,27;100,0;67,6;3;152;standard;0
AST-01858;turbina_eolica;Nord;12;24,0;1,01;62,2;38,5;5;152;standard;0
AST-01859;cabina_primaria;Nord;5;40,2;3,8;66,9;83,9;7;143;standard;0
AST-01860;trasformatore;Nord;18;44,7;4,3;59,6;83,5;6;78;standard;0
AST-01861;cabina_primaria;Centro;21;43,8;3,25;94,4;76,5;3;272;alta;0
AST-01862;cabina_primaria;Isole;31;40,6;1,82;63,6;61,8;0;486;standard;0
AST-01863;trasformatore;Isole;22;55,4;0,86;45,5;85,3;0;227;standard;0
AST-01864;cabina_primaria;Centro;17;43,2;0,52;100,0;80,8;2;86;standard;0
AST-01865;linea_AT;Centro;17;41,1;1,33;43,2;54,5;3;290;standard;0
AST-01866;turbina_eolica;Sud;33;35,0;0,53;66,2;82,1;1;466;standard;1
AST-01867;turbina_eolica;Isole;8;26,3;5,28;52,8;49,2;0;210;standard;0
AST-01868;cabina_primaria;Nord;8;45,0;1,28;55,4;59,2;2;225;standard;0
AST-01869;linea_AT;Centro;17;44,2;1,4;48,9;36,9;2;341;alta;0
AST-01870;linea_AT;Sud;16;32,5;2,9;58,3;64,0;0;271;standard;0
AST-01871;cabina_primaria;Nord;12;41,6;0,44;85,7;57,9;8;286;alta;0
AST-01872;turbina_eolica;Centro;16;40,7;1,43;33,8;55,7;3;196;alta;0
AST-01873;cabina_primaria;Isole;21;36,4;1,71;90,7;59,7;1;405;standard;0
AST-01874;cabina_primaria;Isole;25;34,9;0,54;87,6;53,9;3;322;alta;0
AST-01875;trasformatore;Isole;29;45,6;0,81;77,2;62,6;3;460;standard;0
AST-01876;trasformatore;Sud;22;40,0;1,08;70,3;80,0;0;407;standard;0
AST-01877;turbina_eolica;Nord;11;36,7;3,33;73,0;47,1;3;298;critica;0
AST-01878;cabina_primaria;Nord;13;34,2;4,22;93,6;74,1;3;275;standard;1
AST-01879;trasformatore;Centro;17;40,8;2,35;36,6;65,0;5;209;critica;0
AST-01880;linea_AT;Centro;7;50,3;1,62;81,1;67,2;6;459;alta;0
AST-01881;trasformatore;Centro;20;43,9;3,81;54,6;61,6;3;318;alta;0
AST-01882;turbina_eolica;Centro;14;39,9;3,04;82,9;52,0;1;253;standard;1
AST-01883;linea_AT;Centro;25;44,8;6,3;57,0;68,2;3;130;standard;1
AST-01884;trasformatore;Sud;27;54,3;0,37;80,7;69,3;3;218;standard;0
AST-01885;cabina_primaria;Nord;21;46,4;1,75;40,1;50,8;0;44;standard;0
AST-01886;trasformatore;Nord;8;44,3;1,13;37,5;43,3;2;85;alta;0
AST-01887;cabina_primaria;Nord;12;47,7;0,44;66,0;63,2;4;270;standard;0
AST-01888;trasformatore;Nord;7;40,6;1,77;93,8;72,6;6;199;standard;0
AST-01889;cabina_primaria;Sud;19;43,7;5,9;77,7;76,1;2;291;critica;1
AST-01890;linea_AT;Centro;25;37,6;0,7;77,5;78,8;4;199;standard;0
AST-01891;trasformatore;Nord;23;28,0;7,79;83,5;67,2;0;139;alta;1
AST-01892;trasformatore;Sud;16;45,1;3,09;60,9;58,3;2;404;standard;1
AST-01893;trasformatore;Centro;14;45,1;3,91;79,0;62,0;8;140;standard;0
AST-01894;linea_AT;Nord;14;39,4;3,89;57,6;44,6;2;188;standard;0
AST-01895;cabina_primaria;Nord;18;51,3;2,36;62,3;52,4;5;184;standard;0
AST-01896;turbina_eolica;Nord;3;35,5;1,27;64,6;61,3;6;92;alta;0
AST-01897;turbina_eolica;Sud;13;26,1;0,52;58,2;58,3;2;467;standard;0
AST-01898;linea_AT;Nord;17;35,7;0,71;66,8;63,3;3;136;standard;0
AST-01899;turbina_eolica;Nord;2;28,1;2,57;63,4;42,8;7;81;alta;0
AST-01900;linea_AT;Nord;11;45,0;1,31;55,3;45,9;3;228;standard;0
